assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_032229265.1	PRJNA224116	SAMN36947641	na	na	na	na	562	562	Escherichia coli	strain=19213	na	latest	Complete Genome	Major	Full	2023/09/30	ASM3222926v1		GCA_032229265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/229/265/GCF_032229265.1_ASM3222926v1	./GCF_032229265.1_ASM3222926v1_genomic.fna.gz
GCF_032354275.1	PRJNA224116	SAMN37529172	na	na	na	na	562	562	Escherichia coli	strain=isolateA	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3235427v1		GCA_032354275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/354/275/GCF_032354275.1_ASM3235427v1	./GCF_032354275.1_ASM3235427v1_genomic.fna.gz
GCF_032365155.1	PRJNA224116	SAMN35083897	na	na	na	na	562	562	Escherichia coli	strain=TW10573	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3236515v1		GCA_032365155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/365/155/GCF_032365155.1_ASM3236515v1	./GCF_032365155.1_ASM3236515v1_genomic.fna.gz
GCF_032375185.1	PRJNA224116	SAMN35769084	na	na	na	na	562	562	Escherichia coli	strain=TUM13064	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237518v1		GCA_032375185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/185/GCF_032375185.1_ASM3237518v1	./GCF_032375185.1_ASM3237518v1_genomic.fna.gz
GCF_032375105.1	PRJNA224116	SAMN35769097	na	na	na	na	562	562	Escherichia coli	strain=TUM14664	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237510v1		GCA_032375105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/105/GCF_032375105.1_ASM3237510v1	./GCF_032375105.1_ASM3237510v1_genomic.fna.gz
GCF_032375165.1	PRJNA224116	SAMN35768946	na	na	na	na	562	562	Escherichia coli	strain=TUM1586	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237516v1		GCA_032375165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/165/GCF_032375165.1_ASM3237516v1	./GCF_032375165.1_ASM3237516v1_genomic.fna.gz
GCF_032361125.1	PRJNA224116	SAMN33372272	na	na	na	na	562	562	Escherichia coli	strain=201908119	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3236112v1		GCA_032361125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/361/125/GCF_032361125.1_ASM3236112v1	./GCF_032361125.1_ASM3236112v1_genomic.fna.gz
GCF_032375125.1	PRJNA224116	SAMN35769104	na	na	na	na	562	562	Escherichia coli	strain=TUM17543	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237512v1		GCA_032375125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/125/GCF_032375125.1_ASM3237512v1	./GCF_032375125.1_ASM3237512v1_genomic.fna.gz
GCF_032384295.1	PRJNA224116	SAMN35768949	na	na	na	na	562	562	Escherichia coli	strain=TUM1880	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238429v1		GCA_032384295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/384/295/GCF_032384295.1_ASM3238429v1	./GCF_032384295.1_ASM3238429v1_genomic.fna.gz
GCF_032375245.1	PRJNA224116	SAMN35769058	na	na	na	na	562	562	Escherichia coli	strain=TUM9975	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237524v1		GCA_032375245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/245/GCF_032375245.1_ASM3237524v1	./GCF_032375245.1_ASM3237524v1_genomic.fna.gz
GCF_032292885.1	PRJNA224116	SAMN37528247	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli AZ1114	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229288v1		GCA_032292885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/292/885/GCF_032292885.1_ASM3229288v1	./GCF_032292885.1_ASM3229288v1_genomic.fna.gz
GCF_032295145.1	PRJNA224116	SAMN37528253	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC16611	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229514v1		GCA_032295145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/295/145/GCF_032295145.1_ASM3229514v1	./GCF_032295145.1_ASM3229514v1_genomic.fna.gz
GCF_032294365.1	PRJNA224116	SAMN37528251	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC16256	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229436v1		GCA_032294365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/294/365/GCF_032294365.1_ASM3229436v1	./GCF_032294365.1_ASM3229436v1_genomic.fna.gz
GCF_032300135.1	PRJNA224116	SAMN37300944	na	na	na	na	562	562	Escherichia coli	strain=OHT76-1	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3230013v1		GCA_032300135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/300/135/GCF_032300135.1_ASM3230013v1	./GCF_032300135.1_ASM3230013v1_genomic.fna.gz
GCF_032375265.1	PRJNA224116	SAMN35768963	na	na	na	na	562	562	Escherichia coli	strain=TUM2367	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237526v1		GCA_032375265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/265/GCF_032375265.1_ASM3237526v1	./GCF_032375265.1_ASM3237526v1_genomic.fna.gz
GCF_032295845.1	PRJNA224116	SAMN37528252	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC16409	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229584v1		GCA_032295845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/295/845/GCF_032295845.1_ASM3229584v1	./GCF_032295845.1_ASM3229584v1_genomic.fna.gz
GCF_032351055.1	PRJNA224116	SAMN37529175	na	na	na	na	562	562	Escherichia coli	strain=isolateD	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3235105v1		GCA_032351055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/351/055/GCF_032351055.1_ASM3235105v1	./GCF_032351055.1_ASM3235105v1_genomic.fna.gz
GCF_032375145.1	PRJNA224116	SAMN35768941	na	na	na	na	562	562	Escherichia coli	strain=TUM1226	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237514v1		GCA_032375145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/145/GCF_032375145.1_ASM3237514v1	./GCF_032375145.1_ASM3237514v1_genomic.fna.gz
GCF_032375225.1	PRJNA224116	SAMN35769064	na	na	na	na	562	562	Escherichia coli	strain=TUM10008	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237522v1		GCA_032375225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/225/GCF_032375225.1_ASM3237522v1	./GCF_032375225.1_ASM3237522v1_genomic.fna.gz
GCF_032375205.1	PRJNA224116	SAMN35769068	na	na	na	na	562	562	Escherichia coli	strain=TUM11356	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237520v1		GCA_032375205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/205/GCF_032375205.1_ASM3237520v1	./GCF_032375205.1_ASM3237520v1_genomic.fna.gz
GCF_032386835.1	PRJNA224116	SAMN35768948	na	na	na	na	562	562	Escherichia coli	strain=TUM1857	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238683v1		GCA_032386835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/386/835/GCF_032386835.1_ASM3238683v1	./GCF_032386835.1_ASM3238683v1_genomic.fna.gz
GCF_032377095.1	PRJNA224116	SAMN35768982	na	na	na	na	562	562	Escherichia coli	strain=TUM2802	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237709v1		GCA_032377095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/377/095/GCF_032377095.1_ASM3237709v1	./GCF_032377095.1_ASM3237709v1_genomic.fna.gz
GCF_032382315.1	PRJNA224116	SAMN35769040	na	na	na	na	562	562	Escherichia coli	strain=TUM9803	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238231v1		GCA_032382315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/382/315/GCF_032382315.1_ASM3238231v1	./GCF_032382315.1_ASM3238231v1_genomic.fna.gz
GCF_032386315.1	PRJNA224116	SAMN35768940	na	na	na	na	562	562	Escherichia coli	strain=TUM1223	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238631v1		GCA_032386315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/386/315/GCF_032386315.1_ASM3238631v1	./GCF_032386315.1_ASM3238631v1_genomic.fna.gz
GCF_032293625.1	PRJNA224116	SAMN37528254	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC16639	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229362v1		GCA_032293625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/293/625/GCF_032293625.1_ASM3229362v1	./GCF_032293625.1_ASM3229362v1_genomic.fna.gz
GCF_032345195.1	PRJNA224116	SAMN37529180	na	na	na	na	562	562	Escherichia coli	strain=isolateI	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3234519v1		GCA_032345195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/345/195/GCF_032345195.1_ASM3234519v1	./GCF_032345195.1_ASM3234519v1_genomic.fna.gz
GCF_032366635.1	PRJNA224116	SAMN35083899	na	na	na	na	562	562	Escherichia coli	strain=TW10690	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3236663v1		GCA_032366635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/366/635/GCF_032366635.1_ASM3236663v1	./GCF_032366635.1_ASM3236663v1_genomic.fna.gz
GCF_032368225.1	PRJNA224116	SAMN35084059	na	na	na	na	562	562	Escherichia coli	strain=TW10828	na	latest	Complete Genome	Major	Full	2023/10/04	ASM3236822v1		GCA_032368225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/368/225/GCF_032368225.1_ASM3236822v1	./GCF_032368225.1_ASM3236822v1_genomic.fna.gz
GCF_032297255.1	PRJNA224116	SAMN37528249	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC12401	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229725v1		GCA_032297255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/297/255/GCF_032297255.1_ASM3229725v1	./GCF_032297255.1_ASM3229725v1_genomic.fna.gz
GCF_032298115.1	PRJNA224116	SAMN37528248	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC12011	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229811v1		GCA_032298115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/298/115/GCF_032298115.1_ASM3229811v1	./GCF_032298115.1_ASM3229811v1_genomic.fna.gz
GCF_032296485.1	PRJNA224116	SAMN37528250	na	na	na	na	562	562	Escherichia coli	strain=Escherichia coli EC16019	na	latest	Complete Genome	Major	Full	2023/10/03	ASM3229648v1		GCA_032296485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/296/485/GCF_032296485.1_ASM3229648v1	./GCF_032296485.1_ASM3229648v1_genomic.fna.gz
GCF_032463745.1	PRJNA224116	SAMN37505573	na	na	na	na	562	562	Escherichia coli	strain=GDSC2BY4G	na	latest	Complete Genome	Major	Full	2023/10/08	ASM3246374v1		GCA_032463745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/463/745/GCF_032463745.1_ASM3246374v1	./GCF_032463745.1_ASM3246374v1_genomic.fna.gz
GCF_032375085.1	PRJNA224116	SAMN35769099	na	na	na	na	562	562	Escherichia coli	strain=TUM14668	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237508v1		GCA_032375085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/375/085/GCF_032375085.1_ASM3237508v1	./GCF_032375085.1_ASM3237508v1_genomic.fna.gz
GCF_032385915.1	PRJNA224116	SAMN35768990	na	na	na	na	562	562	Escherichia coli	strain=TUM2830	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238591v1		GCA_032385915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/385/915/GCF_032385915.1_ASM3238591v1	./GCF_032385915.1_ASM3238591v1_genomic.fna.gz
GCF_032379415.1	PRJNA224116	SAMN35768994	na	na	na	na	562	562	Escherichia coli	strain=TUM3755	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3237941v1		GCA_032379415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/379/415/GCF_032379415.1_ASM3237941v1	./GCF_032379415.1_ASM3237941v1_genomic.fna.gz
GCF_032386295.1	PRJNA224116	SAMN35768988	na	na	na	na	562	562	Escherichia coli	strain=TUM2820	na	latest	Complete Genome	Major	Full	2023/10/05	ASM3238629v1		GCA_032386295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/386/295/GCF_032386295.1_ASM3238629v1	./GCF_032386295.1_ASM3238629v1_genomic.fna.gz
GCF_032681125.1	PRJNA224116	SAMN37648160	na	na	na	na	562	562	Escherichia coli	strain=DCM272-43-68	na	latest	Complete Genome	Major	Full	2023/10/15	ASM3268112v1		GCA_032681125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/681/125/GCF_032681125.1_ASM3268112v1	./GCF_032681125.1_ASM3268112v1_genomic.fna.gz
GCF_032681145.1	PRJNA224116	SAMN37648161	na	na	na	na	562	562	Escherichia coli	strain=DCM200-113	na	latest	Complete Genome	Major	Full	2023/10/15	ASM3268114v1		GCA_032681145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/681/145/GCF_032681145.1_ASM3268114v1	./GCF_032681145.1_ASM3268114v1_genomic.fna.gz
GCF_900093485.1	PRJNA224116	SAMEA4076774	na	na	na	na	562	562	Escherichia coli	na	E. coli NRZ14408	latest	Complete Genome	Major	Full	2017/01/09	NRZ14408 genome		GCA_900093485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/093/485/GCF_900093485.1_NRZ14408_genome	./GCF_900093485.1_NRZ14408_genome_genomic.fna.gz
GCF_029990605.1	PRJNA224116	SAMN34360979	na	na	na	na	562	562	Escherichia coli	strain=AVS0967	na	latest	Complete Genome	Major	Full	2023/05/12	ASM2999060v1		GCA_029990605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/990/605/GCF_029990605.1_ASM2999060v1	./GCF_029990605.1_ASM2999060v1_genomic.fna.gz
GCF_032681165.1	PRJNA224116	SAMN37648159	na	na	na	na	562	562	Escherichia coli	strain=DCM188-6	na	latest	Complete Genome	Major	Full	2023/10/15	ASM3268116v1		GCA_032681165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/681/165/GCF_032681165.1_ASM3268116v1	./GCF_032681165.1_ASM3268116v1_genomic.fna.gz
GCF_001559615.2	PRJNA224116	SAMN04435507	na	na	na	na	37762	562	Escherichia coli B	strain=C2566	na	latest	Complete Genome	Major	Full	2016/06/15	ASM155961v2		GCA_001559615.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/615/GCF_001559615.2_ASM155961v2	./GCF_001559615.2_ASM155961v2_genomic.fna.gz
GCF_001559635.1	PRJNA224116	SAMN04435508	na	na	na	na	37762	562	Escherichia coli B	strain=C3029	na	latest	Complete Genome	Major	Full	2016/02/11	ASM155963v1		GCA_001559635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/635/GCF_001559635.1_ASM155963v1	./GCF_001559635.1_ASM155963v1_genomic.fna.gz
GCF_000800765.1	PRJNA224116	SAMN03107000	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 ER3413	na	latest	Complete Genome	Major	Full	2014/12/11	ASM80076v1		GCA_000800765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/765/GCF_000800765.1_ASM80076v1	./GCF_000800765.1_ASM80076v1_genomic.fna.gz
GCF_000974535.1	PRJNA224116	SAMN03277614	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97453v1		GCA_000974535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/535/GCF_000974535.1_ASM97453v1	./GCF_000974535.1_ASM97453v1_genomic.fna.gz
GCF_000974465.1	PRJNA224116	SAMN03277613	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97446v1		GCA_000974465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/465/GCF_000974465.1_ASM97446v1	./GCF_000974465.1_ASM97446v1_genomic.fna.gz
GCF_000974885.1	PRJNA224116	SAMN03277612	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97488v1		GCA_000974885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/885/GCF_000974885.1_ASM97488v1	./GCF_000974885.1_ASM97488v1_genomic.fna.gz
GCF_000974825.1	PRJNA224116	SAMN03277615	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97482v1		GCA_000974825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/825/GCF_000974825.1_ASM97482v1	./GCF_000974825.1_ASM97482v1_genomic.fna.gz
GCF_000974505.1	PRJNA224116	SAMN03277619	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97450v1		GCA_000974505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/505/GCF_000974505.1_ASM97450v1	./GCF_000974505.1_ASM97450v1_genomic.fna.gz
GCF_000974575.1	PRJNA224116	SAMN03277617	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97457v1		GCA_000974575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/575/GCF_000974575.1_ASM97457v1	./GCF_000974575.1_ASM97457v1_genomic.fna.gz
GCF_000974405.1	PRJNA224116	SAMN03277616	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97440v1		GCA_000974405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/405/GCF_000974405.1_ASM97440v1	./GCF_000974405.1_ASM97440v1_genomic.fna.gz
GCF_000974865.1	PRJNA224116	SAMN03277618	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 MG1655	na	latest	Complete Genome	Major	Full	2015/04/21	ASM97486v1		GCA_000974865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/865/GCF_000974865.1_ASM97486v1	./GCF_000974865.1_ASM97486v1_genomic.fna.gz
GCF_000981485.1	PRJNA224116	SAMEA3143339	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 substr. AG100	na	latest	Complete Genome	Major	Full	2015/04/03	EcoliK12AG100		GCA_000981485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/485/GCF_000981485.1_EcoliK12AG100	./GCF_000981485.1_EcoliK12AG100_genomic.fna.gz
GCF_001021005.2	PRJNA224116	SAMN02404590	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 substr. GM4792	na	latest	Complete Genome	Major	Full	2015/10/20	ASM102100v2		GCA_001021005.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/005/GCF_001021005.2_ASM102100v2	./GCF_001021005.2_ASM102100v2_genomic.fna.gz
GCF_001020945.2	PRJNA224116	SAMN02404591	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 substr. GM4792	na	latest	Complete Genome	Major	Full	2015/10/20	ASM102094v2		GCA_001020945.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/945/GCF_001020945.2_ASM102094v2	./GCF_001020945.2_ASM102094v2_genomic.fna.gz
GCF_009832885.1	PRJNA224116	SAMN13642132	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12	na	latest	Complete Genome	Major	Full	2020/01/07	ASM983288v1		GCA_009832885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/885/GCF_009832885.1_ASM983288v1	./GCF_009832885.1_ASM983288v1_genomic.fna.gz
GCF_001559675.1	PRJNA224116	SAMN04435499	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 C3026	na	latest	Complete Genome	Major	Full	2016/02/11	ASM155967v1		GCA_001559675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/675/GCF_001559675.1_ASM155967v1	./GCF_001559675.1_ASM155967v1_genomic.fna.gz
GCF_001559655.1	PRJNA224116	SAMN04435497	na	na	na	na	83333	562	Escherichia coli K-12	strain=K-12 DHB4	na	latest	Complete Genome	Major	Full	2016/02/11	ASM155965v1		GCA_001559655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/655/GCF_001559655.1_ASM155965v1	./GCF_001559655.1_ASM155965v1_genomic.fna.gz
GCF_015534935.1	PRJNA224116	SAMN15572260	na	na	na	na	83333	562	Escherichia coli K-12	strain=CETR3G40	na	latest	Complete Genome	Major	Full	2020/11/17	ASM1553493v1		GCA_015534935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/534/935/GCF_015534935.1_ASM1553493v1	./GCF_015534935.1_ASM1553493v1_genomic.fna.gz
GCF_015534975.1	PRJNA224116	SAMN15572258	na	na	na	na	83333	562	Escherichia coli K-12	strain=CETR1G40	na	latest	Complete Genome	Major	Full	2020/11/17	ASM1553497v1		GCA_015534975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/534/975/GCF_015534975.1_ASM1553497v1	./GCF_015534975.1_ASM1553497v1_genomic.fna.gz
GCF_015534995.1	PRJNA224116	SAMN15572257	na	na	na	na	83333	562	Escherichia coli K-12	strain=BZKR3G40	na	latest	Complete Genome	Major	Full	2020/11/17	ASM1553499v1		GCA_015534995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/534/995/GCF_015534995.1_ASM1553499v1	./GCF_015534995.1_ASM1553499v1_genomic.fna.gz
GCF_015534955.1	PRJNA224116	SAMN15572259	na	na	na	na	83333	562	Escherichia coli K-12	strain=CETR2G40	na	latest	Complete Genome	Major	Full	2020/11/17	ASM1553495v1		GCA_015534955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/534/955/GCF_015534955.1_ASM1553495v1	./GCF_015534955.1_ASM1553495v1_genomic.fna.gz
GCF_015535015.1	PRJNA224116	SAMN15572256	na	na	na	na	83333	562	Escherichia coli K-12	strain=BZKR2G40	na	latest	Complete Genome	Major	Full	2020/11/17	ASM1553501v1		GCA_015535015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/535/015/GCF_015535015.1_ASM1553501v1	./GCF_015535015.1_ASM1553501v1_genomic.fna.gz
GCF_003722195.1	PRJNA224116	SAMN10364854	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=TR01	na	latest	Complete Genome	Major	Full	2018/11/13	ASM372219v1		GCA_003722195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/195/GCF_003722195.1_ASM372219v1	./GCF_003722195.1_ASM372219v1_genomic.fna.gz
GCF_001307215.1	PRJNA224116	SAMN04103124	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=WS4202	laboratory strain	latest	Complete Genome	Major	Full	2015/10/06	ASM130721v1		GCA_001307215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/215/GCF_001307215.1_ASM130721v1	./GCF_001307215.1_ASM130721v1_genomic.fna.gz
GCF_001558995.2	PRJNA224116	SAMN04191546	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=JEONG-1266	na	latest	Complete Genome	Major	Full	2016/05/20	ASM155899v2		GCA_001558995.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/995/GCF_001558995.2_ASM155899v2	./GCF_001558995.2_ASM155899v2_genomic.fna.gz
GCF_001753525.1	PRJNA224116	SAMN04447632	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=9234	na	latest	Complete Genome	Major	Full	2016/10/06	ASM175352v1		GCA_001753525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/525/GCF_001753525.1_ASM175352v1	./GCF_001753525.1_ASM175352v1_genomic.fna.gz
GCF_001753485.1	PRJNA224116	SAMN04447624	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=8368	na	latest	Complete Genome	Major	Full	2016/10/06	ASM175348v1		GCA_001753485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/485/GCF_001753485.1_ASM175348v1	./GCF_001753485.1_ASM175348v1_genomic.fna.gz
GCF_001753565.1	PRJNA224116	SAMN04447636	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=4276	na	latest	Complete Genome	Major	Full	2016/10/06	ASM175356v1		GCA_001753565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/565/GCF_001753565.1_ASM175356v1	./GCF_001753565.1_ASM175356v1_genomic.fna.gz
GCF_001753445.1	PRJNA224116	SAMN04447635	na	na	na	na	83334	562	Escherichia coli O157:H7	strain=1130	na	latest	Complete Genome	Major	Full	2016/10/06	ASM175344v1		GCA_001753445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/445/GCF_001753445.1_ASM175344v1	./GCF_001753445.1_ASM175344v1_genomic.fna.gz
